Date,Close/Last,Volume,Open,High,Low
06/11/2024,$462.69,2723659,$456.91,$462.74,$455.50
06/10/2024,$459.94,3212350,$453.84,$462.23,$451.51
06/07/2024,$465.43,2684170,$458.13,$468.93,$458.13
06/06/2024,$458.13,3234970,$457.70,$467.8515,$456.87
06/05/2024,$455.80,3295029,$449.19,$458.60,$448.37
06/04/2024,$448.37,3183594,$442.82,$450.12,$441.59
06/03/2024,$439.02,3967669,$447.58,$449.84,$436.58
05/31/2024,$444.76,7487507,$447.72,$448.23,$433.97
05/30/2024,$445.87,5606896,$464.90,$466.82,$444.84
05/29/2024,$477.60,2214810,$472.78,$482.79,$472.595
05/28/2024,$478.43,2575270,$473.01,$478.67,$469.60
05/24/2024,$475.43,3085605,$481.25,$485.38,$473.90
05/23/2024,$483.31,2219854,$488.38,$491.68,$478.69
05/22/2024,$483.93,1875835,$483.97,$485.665,$479.14
05/21/2024,$481.85,1915797,$481.19,$487.50,$477.12
05/20/2024,$484.69,1881117,$483.00,$485.37,$478.32
05/17/2024,$483.43,2261147,$483.32,$485.88,$481.52
05/16/2024,$482.88,2562865,$484.70,$486.23,$481.385
05/15/2024,$485.35,3491638,$480.76,$489.61,$476.61
05/14/2024,$475.95,4287846,$480.41,$481.80,$466.48
05/13/2024,$483.11,2458192,$486.24,$490.1599,$481.71
05/10/2024,$482.29,2741116,$483.50,$489.48,$480.30
05/09/2024,$482.65,2301635,$489.41,$490.4364,$481.65
05/08/2024,$488.10,2165021,$489.97,$495.81,$486.92
05/07/2024,$492.27,2518346,$492.51,$496.755,$489.14
05/06/2024,$493.59,2104030,$490.10,$495.44,$488.00
05/03/2024,$486.18,2833186,$482.27,$487.49,$477.565
05/02/2024,$476.57,2516422,$474.30,$477.155,$468.2994
05/01/2024,$469.39,2490171,$461.12,$477.76,$460.36
04/30/2024,$462.83,3222618,$472.00,$475.42,$462.46
04/29/2024,$473.07,2954736,$478.04,$481.677,$471.07
04/26/2024,$477.56,2460261,$472.31,$482.79,$471.685
04/25/2024,$473.44,2250913,$468.41,$474.5042,$465.78
04/24/2024,$477.12,2338044,$472.94,$478.57,$471.7283
04/23/2024,$472.90,2205836,$469.72,$474.81,$467.83
04/22/2024,$466.89,2604256,$470.215,$471.50,$462.28
04/19/2024,$465.02,3282142,$476.54,$476.58,$463.0901
04/18/2024,$473.18,2389742,$476.76,$477.605,$471.825
04/17/2024,$474.45,2034793,$477.31,$481.02,$472.685
04/16/2024,$476.22,2660097,$470.00,$478.98,$468.49
04/15/2024,$470.10,3353225,$477.02,$478.52,$468.35
04/12/2024,$474.09,5621945,$477.95,$478.78,$468.60
04/11/2024,$484.28,2978539,$487.36,$488.67,$479.74
04/10/2024,$487.22,2487870,$489.39,$491.765,$480.28
04/09/2024,$492.55,2548566,$486.00,$493.31,$483.31
04/08/2024,$484.28,3439211,$484.78,$486.98,$477.23
04/05/2024,$485.12,4972655,$488.84,$490.09,$481.28
04/04/2024,$487.11,3403327,$503.56,$504.11,$486.70
04/03/2024,$497.01,2604428,$497.36,$498.86,$494.71
04/02/2024,$499.21,3083273,$494.403,$500.75,$491.34
04/01/2024,$502.09,2056030,$504.99,$506.92,$499.31
03/28/2024,$504.60,3897003,$508.12,$509.00,$500.26
03/27/2024,$504.40,4228415,$515.47,$516.86,$499.70
03/26/2024,$507.60,2813329,$508.06,$512.79,$503.59
03/25/2024,$507.23,4277036,$496.79,$510.63,$496.69
03/22/2024,$499.52,5413647,$509.07,$511.59,$496.67
03/21/2024,$511.25,5206580,$517.60,$519.725,$506.20
03/20/2024,$519.14,4239557,$523.29,$523.87,$512.50
03/19/2024,$521.19,7081796,$509.89,$522.68,$508.99
03/18/2024,$513.86,7052677,$495.55,$515.7299,$495.55
03/15/2024,$492.46,19580840,$499.64,$503.1263,$485.00
03/14/2024,$570.45,5908117,$578.00,$579.54,$568.76
03/13/2024,$573.55,3466022,$579.06,$585.35,$573.41
03/12/2024,$579.14,3469161,$568.60,$579.79,$562.60
03/11/2024,$560.42,2857791,$552.45,$562.69,$551.02
03/08/2024,$551.69,2833180,$553.00,$560.44,$550.5114
03/07/2024,$556.04,2660544,$550.00,$558.38,$541.59
03/06/2024,$543.09,3209766,$548.00,$550.64,$538.15
03/05/2024,$544.84,4286834,$562.60,$564.19,$539.35
03/04/2024,$567.94,2556419,$572.85,$576.245,$564.10
03/01/2024,$570.93,2968098,$561.11,$572.89,$560.67
02/29/2024,$560.28,3844366,$554.89,$561.94,$553.23
02/28/2024,$551.82,2313223,$552.00,$557.20,$549.7601
02/27/2024,$552.49,3247572,$565.91,$565.91,$548.54
02/26/2024,$560.48,4251153,$556.56,$570.60,$556.56
02/23/2024,$553.44,4546484,$543.49,$557.18,$541.48
02/22/2024,$537.57,5023397,$553.94,$555.5499,$534.56
02/21/2024,$538.52,4493535,$539.76,$542.5699,$529.3675
02/20/2024,$541.91,6567568,$531.495,$545.88,$528.01
02/16/2024,$546.66,10328350,$589.90,$590.1383,$546.37
02/15/2024,$590.44,3677358,$606.00,$607.3158,$589.77
02/14/2024,$604.66,1615119,$605.85,$610.33,$602.50
02/13/2024,$601.89,2985238,$596.70,$608.39,$590.00
02/12/2024,$611.84,2317239,$626.00,$626.345,$611.575
02/09/2024,$627.21,2091353,$616.00,$628.07,$615.805
02/08/2024,$615.86,1815682,$615.85,$621.34,$612.51
02/07/2024,$615.85,2313824,$613.25,$620.42,$610.15
02/06/2024,$607.14,3436244,$625.58,$626.46,$604.67
02/05/2024,$630.50,2131245,$633.03,$634.5899,$624.54
02/02/2024,$634.76,2542763,$624.79,$638.25,$617.01
02/01/2024,$627.91,1687613,$619.00,$628.80,$618.775
01/31/2024,$617.78,2666775,$620.00,$625.93,$612.17
01/30/2024,$627.96,2007432,$630.00,$630.47,$620.89
01/29/2024,$630.23,3212187,$615.71,$636.25,$615.71
01/26/2024,$613.93,2137831,$620.70,$622.50,$613.00
01/25/2024,$622.58,3806205,$615.42,$627.06,$612.24
01/24/2024,$606.48,2999032,$601.71,$616.95,$597.46
01/23/2024,$597.18,2723463,$602.21,$604.32,$591.34
01/22/2024,$603.59,4488000,$615.00,$620.96,$603.15
01/19/2024,$611.55,3755338,$593.81,$612.07,$589.13
01/18/2024,$593.70,2793610,$586.90,$596.89,$584.21
01/17/2024,$596.10,2588293,$591.99,$596.75,$582.44
01/16/2024,$597.68,2126096,$592.83,$597.76,$588.34
01/12/2024,$596.54,1472167,$598.39,$599.38,$593.0177
01/11/2024,$597.49,2331830,$592.00,$597.84,$584.52
01/10/2024,$591.03,2135690,$585.43,$593.65,$585.43
01/09/2024,$586.20,1926919,$578.33,$588.20,$577.28
01/08/2024,$580.55,2829955,$567.87,$581.51,$567.87
01/05/2024,$564.60,1923240,$563.50,$569.52,$563.34
01/04/2024,$567.05,2092099,$570.99,$572.91,$566.66
01/03/2024,$571.79,2478008,$574.58,$577.305,$570.19
01/02/2024,$580.07,2840192,$589.51,$590.44,$576.755
12/29/2023,$596.60,1890231,$596.09,$600.75,$592.94
12/28/2023,$595.52,1702553,$597.44,$599.04,$593.6301
12/27/2023,$596.08,1394905,$598.60,$599.79,$593.71
12/26/2023,$598.26,1595053,$598.92,$601.69,$596.50
12/22/2023,$598.75,1660631,$600.80,$601.86,$596.00
12/21/2023,$600.14,3192763,$603.00,$607.4006,$594.82
12/20/2023,$596.06,2587339,$600.71,$610.68,$595.07
12/19/2023,$604.64,4150712,$600.00,$612.705,$598.08
12/18/2023,$599.13,5452047,$591.52,$603.1337,$586.62
12/15/2023,$584.68,8666491,$580.60,$591.66,$578.20
12/14/2023,$584.64,11315350,$593.00,$593.16,$578.30
12/13/2023,$624.26,6188452,$630.41,$632.445,$618.0301
12/12/2023,$633.66,2968858,$625.86,$633.89,$623.00
12/11/2023,$625.20,3270609,$616.88,$627.8195,$614.34
12/08/2023,$610.01,2499653,$605.00,$610.23,$601.30
12/07/2023,$608.78,2605210,$598.92,$609.23,$596.47
12/06/2023,$595.70,2080429,$608.06,$608.5302,$594.4867
12/05/2023,$602.22,2577716,$596.77,$602.74,$591.17
12/04/2023,$604.56,2541501,$604.91,$608.29,$596.21
12/01/2023,$612.47,2490500,$609.24,$615.20,$603.18
11/30/2023,$611.01,3960309,$620.00,$621.48,$605.07
11/29/2023,$617.39,2595632,$625.94,$628.60,$616.77
11/28/2023,$623.32,2302913,$613.975,$625.60,$612.26
11/27/2023,$619.27,1854409,$618.80,$625.8341,$614.57
11/24/2023,$619.43,942673,$616.26,$619.44,$613.60
11/22/2023,$619.72,2064968,$616.63,$624.38,$614.0101
11/21/2023,$610.99,1906155,$610.63,$615.565,$607.0301
11/20/2023,$612.70,2394373,$605.31,$614.20,$604.50
11/17/2023,$602.66,1969358,$602.07,$605.0499,$597.02
11/16/2023,$602.06,2040415,$595.45,$605.27,$592.14
11/15/2023,$595.31,3088889,$605.00,$605.73,$591.79
11/14/2023,$604.33,2884917,$601.56,$613.705,$599.04
11/13/2023,$590.34,2505111,$589.98,$594.26,$583.36
11/10/2023,$597.22,3064510,$580.49,$598.135,$576.005
11/09/2023,$577.74,2336580,$587.51,$590.04,$576.34
11/08/2023,$585.31,3079173,$589.00,$595.665,$581.07
11/07/2023,$585.20,3993621,$568.81,$589.00,$568.81
11/06/2023,$565.45,2593386,$566.00,$567.88,$558.175
11/03/2023,$563.66,2066520,$560.00,$567.03,$557.66
11/02/2023,$558.71,2634829,$550.44,$559.355,$550.00
11/01/2023,$544.50,2644530,$535.00,$545.27,$534.00
10/31/2023,$532.06,2052270,$530.64,$532.635,$522.8101
10/30/2023,$526.94,2806930,$516.11,$530.75,$512.24
10/27/2023,$508.12,2985560,$517.50,$519.8556,$506.915
10/26/2023,$514.28,2876701,$530.00,$530.99,$511.68
10/25/2023,$521.14,2525960,$533.56,$534.46,$517.63
10/24/2023,$539.56,2358082,$544.64,$546.00,$532.12
10/23/2023,$540.41,2172607,$535.81,$548.025,$531.00
10/20/2023,$540.96,2729190,$555.74,$555.98,$535.95
10/19/2023,$555.74,2809290,$560.00,$567.10,$553.47
10/18/2023,$557.87,2614474,$554.48,$568.18,$554.24
10/17/2023,$560.09,2355261,$545.41,$560.80,$543.34
10/16/2023,$550.74,2179737,$553.18,$555.57,$545.6904
10/13/2023,$548.76,2834091,$560.00,$562.89,$546.99
10/12/2023,$559.63,4624024,$553.70,$574.40,$552.23
10/11/2023,$549.91,3307461,$538.59,$551.34,$536.11
10/10/2023,$532.72,2090863,$530.91,$537.00,$530.40
10/09/2023,$529.29,1713470,$522.00,$530.00,$518.75
10/06/2023,$526.68,2526306,$513.22,$531.31,$509.52
10/05/2023,$516.44,1818976,$519.84,$522.605,$509.235
10/04/2023,$518.42,2027195,$511.93,$519.76,$510.0001
10/03/2023,$507.03,2004074,$517.52,$520.49,$504.55
10/02/2023,$521.13,2411478,$508.24,$522.405,$508.24
09/29/2023,$509.90,2796314,$505.44,$518.58,$505.44
09/28/2023,$504.67,2720174,$500.00,$508.675,$499.25
09/27/2023,$502.60,3311103,$507.51,$509.25,$498.6955
09/26/2023,$506.30,2375405,$510.14,$510.14,$502.01
09/25/2023,$511.60,2219542,$511.45,$514.245,$507.22
09/22/2023,$512.90,2702856,$513.09,$518.15,$508.83
09/21/2023,$513.88,3846952,$519.48,$526.29,$513.40
09/20/2023,$535.78,2628934,$541.69,$548.85,$535.73
09/19/2023,$541.69,2386600,$531.35,$542.40,$529.47
09/18/2023,$532.42,2650669,$524.23,$533.98,$522.18
09/15/2023,$528.89,9774477,$532.11,$537.69,$523.616
09/14/2023,$552.16,4786850,$551.09,$555.1948,$544.34
09/13/2023,$553.56,3465169,$557.02,$559.85,$546.43
09/12/2023,$542.21,3961254,$555.63,$559.0921,$540.37
09/11/2023,$564.50,2083293,$562.00,$565.4302,$556.70
09/08/2023,$560.36,2265288,$568.90,$570.2399,$558.03
09/07/2023,$560.46,2089396,$554.00,$561.83,$551.075
09/06/2023,$561.94,2299883,$560.45,$564.06,$555.85
09/05/2023,$564.88,2349719,$557.88,$567.59,$555.42
09/01/2023,$563.21,2234067,$564.80,$569.98,$558.517
08/31/2023,$559.34,3919340,$547.00,$562.10,$546.76
08/30/2023,$545.36,1930271,$540.10,$546.00,$536.09
08/29/2023,$540.57,2166979,$527.70,$541.97,$526.1473
08/28/2023,$529.92,1684095,$525.70,$533.51,$523.98
08/25/2023,$525.06,2308269,$514.92,$528.43,$514.465
08/24/2023,$512.43,2950211,$539.00,$539.67,$511.05
08/23/2023,$530.71,2336856,$522.73,$535.25,$519.24
08/22/2023,$519.48,1496587,$529.715,$530.00,$518.35
08/21/2023,$520.47,2428287,$510.29,$522.98,$510.29
08/18/2023,$508.13,2140067,$504.65,$510.05,$503.90
08/17/2023,$511.67,2455834,$525.00,$525.49,$510.56
08/16/2023,$514.49,1541297,$517.81,$523.15,$514.17
08/15/2023,$518.70,1824324,$518.35,$522.04,$516.0593
08/14/2023,$522.25,2052509,$506.78,$522.5549,$505.03
08/11/2023,$508.45,1930647,$510.83,$514.90,$506.37
08/10/2023,$515.83,1901693,$521.03,$523.22,$512.98
08/09/2023,$513.78,1843778,$520.55,$520.97,$509.53
08/08/2023,$520.60,2626110,$523.99,$524.5788,$515.25
08/07/2023,$529.73,1777773,$530.00,$532.58,$523.52
08/04/2023,$526.88,2462880,$526.74,$535.63,$522.12
08/03/2023,$523.76,2187501,$523.00,$530.912,$522.217
08/02/2023,$530.30,2973101,$539.32,$539.99,$526.50
08/01/2023,$549.10,2277295,$545.78,$552.015,$541.67
07/31/2023,$546.17,4064689,$541.87,$552.94,$541.87
07/28/2023,$528.87,2810248,$515.43,$530.32,$514.63
07/27/2023,$513.97,2477246,$523.16,$527.90,$511.24
07/26/2023,$514.55,2918652,$520.49,$521.10,$510.44
07/25/2023,$525.34,2472108,$519.42,$526.88,$517.92
07/24/2023,$523.86,2261046,$520.00,$524.84,$514.86
07/21/2023,$520.23,8099521,$521.75,$529.6851,$519.28
07/20/2023,$516.88,3264482,$522.03,$528.31,$514.085
07/19/2023,$527.17,3383210,$534.48,$539.00,$526.0601
07/18/2023,$532.23,4094580,$519.64,$535.1299,$517.375
07/17/2023,$522.00,2646013,$513.00,$522.6892,$512.38
07/14/2023,$514.83,2303710,$517.34,$523.785,$512.67
07/13/2023,$517.28,3049373,$509.62,$519.4099,$509.50
07/12/2023,$507.36,3027419,$509.405,$510.79,$500.01
07/11/2023,$504.74,2844239,$497.28,$506.03,$491.76
07/10/2023,$496.35,3352622,$485.27,$499.1999,$485.11
07/07/2023,$485.27,2325039,$481.98,$490.42,$479.86
07/06/2023,$481.29,2102202,$479.99,$482.50,$475.00
07/05/2023,$487.26,2190353,$480.99,$489.41,$479.73
07/03/2023,$485.21,1489463,$486.39,$486.61,$479.8401
06/30/2023,$488.99,3096582,$482.74,$492.81,$482.72
06/29/2023,$483.77,1905381,$484.47,$485.83,$479.60
06/28/2023,$482.43,3229236,$482.00,$489.75,$480.39
06/27/2023,$489.27,2691749,$480.00,$490.80,$479.95
06/26/2023,$479.51,3169505,$483.01,$487.1563,$479.05
06/23/2023,$484.72,4481510,$472.95,$487.33,$472.32
06/22/2023,$477.58,3603787,$474.12,$481.00,$473.0201
06/21/2023,$477.48,5258704,$492.00,$495.55,$475.31
06/20/2023,$485.86,5336284,$485.63,$492.6883,$480.00
06/16/2023,$495.18,13343820,$518.23,$518.74,$494.62
06/15/2023,$490.91,9682234,$475.47,$495.1999,$474.25
06/14/2023,$479.53,5150116,$476.15,$483.85,$473.20
06/13/2023,$478.99,7412478,$489.71,$491.51,$470.36
06/12/2023,$474.63,6930639,$463.705,$478.04,$459.42
06/09/2023,$454.00,7933961,$456.91,$466.59,$453.09
06/08/2023,$439.03,6065556,$424.15,$440.6275,$423.5841
06/07/2023,$418.32,4772958,$434.56,$436.81,$417.7425
06/06/2023,$432.89,2342000,$432.55,$437.12,$431.24
06/05/2023,$434.18,3447429,$433.01,$440.3799,$426.96
06/02/2023,$436.37,4334768,$432.00,$438.5308,$430.36
06/01/2023,$426.75,4443071,$412.29,$430.60,$412.29
05/31/2023,$417.79,5158453,$413.90,$421.36,$410.701
05/30/2023,$417.21,5332305,$429.94,$432.99,$416.08
05/26/2023,$415.39,7833550,$396.72,$416.36,$396.57
05/25/2023,$392.06,7029991,$375.49,$397.6515,$374.09
05/24/2023,$365.76,2666564,$368.41,$369.06,$361.72
05/23/2023,$370.42,2967666,$371.81,$376.49,$369.92
05/22/2023,$372.05,2627139,$371.25,$374.4025,$369.66
05/19/2023,$371.25,3856887,$363.00,$372.08,$361.36
05/18/2023,$360.43,2896438,$357.00,$361.48,$356.45
05/17/2023,$356.63,3560559,$345.36,$358.69,$345.12
05/16/2023,$345.11,2558537,$344.20,$347.065,$341.17
05/15/2023,$345.67,3330491,$337.35,$345.89,$333.01
05/12/2023,$335.45,4278675,$340.51,$340.79,$331.89
05/11/2023,$341.58,2183379,$341.88,$344.66,$339.37
05/10/2023,$344.02,3386325,$348.25,$351.995,$341.8318
05/09/2023,$342.65,1879635,$342.50,$345.00,$341.23
05/08/2023,$344.06,3135894,$348.00,$350.48,$340.76
05/05/2023,$348.40,4260906,$338.98,$349.55,$338.03
05/04/2023,$335.83,6614890,$347.97,$348.00,$332.84
05/03/2023,$345.25,6700789,$363.49,$365.96,$344.235
05/02/2023,$368.66,2287616,$374.355,$375.845,$367.84
05/01/2023,$374.15,1867950,$376.51,$378.72,$373.71
04/28/2023,$377.56,2061740,$371.42,$377.69,$368.56
04/27/2023,$371.42,2338835,$365.94,$373.8199,$363.50
04/26/2023,$363.06,2803239,$368.60,$369.45,$357.25
04/25/2023,$369.59,2413128,$373.63,$375.23,$368.88
04/24/2023,$377.34,1531057,$376.59,$378.95,$373.57
04/21/2023,$377.67,1841641,$379.97,$380.44,$375.44
04/20/2023,$380.26,1947863,$376.04,$382.995,$375.67
04/19/2023,$380.11,1775191,$377.90,$382.84,$375.60
04/18/2023,$377.55,1586650,$380.90,$380.90,$374.4875
04/17/2023,$377.92,1614322,$379.61,$380.76,$374.62
04/14/2023,$379.38,1525633,$376.37,$380.57,$375.14
04/13/2023,$378.80,2434809,$373.20,$379.02,$372.73
04/12/2023,$369.89,1978197,$376.42,$378.23,$368.75
04/11/2023,$371.11,2161051,$374.01,$375.90,$368.35
04/10/2023,$376.25,1689674,$375.48,$376.67,$372.26
04/06/2023,$380.60,1836025,$379.31,$382.46,$375.99
04/05/2023,$382.02,2277403,$384.09,$386.00,$377.255
04/04/2023,$385.15,2569950,$382.24,$385.70,$381.0502
04/03/2023,$380.08,2712644,$380.88,$383.73,$378.15
03/31/2023,$385.37,3063428,$382.29,$385.73,$380.26
03/30/2023,$381.90,2138955,$381.65,$382.58,$378.08
03/29/2023,$379.16,2497612,$376.68,$380.12,$375.56
03/28/2023,$373.40,1780809,$373.42,$374.00,$367.82
03/27/2023,$373.15,2832190,$376.51,$380.35,$369.68
03/24/2023,$374.96,2995521,$370.23,$375.23,$367.72
03/23/2023,$369.00,3138588,$368.99,$375.2499,$365.49
03/22/2023,$361.71,3878428,$375.00,$377.3299,$361.52
03/21/2023,$374.22,4479191,$364.63,$376.40,$362.92
03/20/2023,$362.88,3946758,$357.61,$364.9399,$355.35
03/17/2023,$358.14,6725352,$354.78,$360.63,$350.835
03/16/2023,$353.29,6948578,$344.57,$355.49,$340.53
03/15/2023,$333.61,4627109,$330.00,$334.28,$328.1725
03/14/2023,$333.33,3850920,$332.21,$335.17,$328.695
03/13/2023,$324.27,4203455,$329.42,$333.00,$323.29
03/10/2023,$329.30,4148249,$338.34,$338.52,$328.445
03/09/2023,$338.37,3798302,$344.72,$350.13,$336.99
03/08/2023,$345.84,2518851,$346.74,$348.69,$343.4701
03/07/2023,$344.80,2252817,$347.86,$352.165,$344.06
03/06/2023,$347.02,3060306,$344.33,$351.775,$344.28
03/03/2023,$344.04,3725472,$334.69,$344.76,$334.4835
03/02/2023,$333.50,3846745,$323.38,$334.46,$321.56
03/01/2023,$323.38,2377736,$323.80,$325.26,$321.00
02/28/2023,$323.95,2714154,$323.37,$325.73,$320.97
02/27/2023,$322.32,3500550,$322.02,$325.10,$320.70
02/24/2023,$320.54,8444481,$328.12,$329.76,$318.60
02/23/2023,$347.02,3154508,$350.44,$353.80,$343.9275
02/22/2023,$348.72,2599304,$346.69,$353.1724,$344.45
02/21/2023,$346.70,3002659,$350.78,$353.25,$345.69
02/17/2023,$356.85,2985940,$359.31,$359.61,$352.12
02/16/2023,$365.16,2917042,$366.04,$373.49,$363.55
02/15/2023,$375.94,2089245,$375.60,$381.67,$374.84
